,Buildings,Dynamic Cars,Dynamic Pedestrians,Inside Car,Nature,Roads,Static Cars,Static Pedestrians,Street Objects,Traffic Lights,Traffic Signs
48406a0db5394e429313cdff45430419,0.0,0.0,0.0,76.494,0.0,2.8049999999999997,0.0,0.0,0.0,3.366,0.0
e2d223292cd747d5a61ebaf8d9039842,19.107,0.462,1.1219999999999999,2.3760000000000003,3.5970000000000004,5.973000000000001,0.0,0.0,9.338999999999999,10.593,0.759
7c43113d466644d0bc092980b5fad5e4,0.297,0.0,0.0,19.404,0.0,47.882999999999996,0.0,0.0,0.0,3.531,0.0
25544de24b194af29541f0bfec54510a,0.0,0.0,0.0,29.931,0.0,36.92700000000001,0.0,0.0,0.0,3.3000000000000003,0.0
f75ed50d290c40eea398fac7ea16870a,0.0,0.0,0.0,63.657000000000004,0.0,13.2,0.0,0.0,0.0,3.4650000000000003,0.0
ddd0c8b7161f4c06adba02e9ede50f04,31.548,0.0,0.297,3.63,11.649000000000003,0.0,0.0,0.0,2.079,11.55,0.0
8b31c9ad54b2470f850bde7f90359bd1,25.179,1.287,0.8580000000000001,0.462,3.4980000000000007,9.636,0.0,0.0,2.673,15.246,2.112
95ae5e42a26540268223f88a1c252f36,0.0,0.0,0.429,1.485,0.0,76.263,0.0,0.0,0.0,6.897,0.0
7621a8559b954a728a850da9b833da18,34.61699999999999,0.264,0.0,2.706,4.818,0.0,0.0,0.0,4.521000000000001,12.078,0.0
ac4dcb62b0b54767848108f4616421f8,6.896999999999999,0.6930000000000001,0.33,16.169999999999998,2.343,11.715,0.0,0.0,1.749,8.448,0.0
84c1d32455be4f05a03b03db06a48ca1,3.003,0.0,0.429,14.981999999999998,0.0,53.657999999999994,0.0,0.0,0.0,5.412000000000001,0.0
1752fe5a92154e3f8107a7ab57093caf,11.616000000000001,0.0,0.66,24.651000000000003,3.6630000000000007,2.574,0.0,0.0,0.0,7.227,0.0
02e2b90360a04d1f9b2b9638dea69ed9,1.056,0.0,0.0,59.202,0.0,11.253,0.0,0.0,0.0,3.366,0.0
f169566b85da4867b4826f817bc9772a,17.787,0.792,0.99,1.3860000000000001,5.313000000000001,2.541,0.0,0.396,1.782,9.569999999999999,0.825
b8b216f5f80b4fbea37fbd9ff8165ee0,3.531,0.297,0.0,8.777999999999999,1.0230000000000001,41.51400000000001,0.0,0.0,3.267,7.029,1.089
cffb4e15424e478e8b9755846813f5bd,7.161,1.1880000000000002,1.056,20.625,3.069,10.989,0.429,0.33,1.848,4.9830000000000005,2.673
4dc875968da542418e3ba9446d864138,11.682,4.6530000000000005,0.462,4.818,3.366,16.631999999999998,0.297,0.0,0.5609999999999999,10.56,0.0
1b8a96fafddd44d1b56b54551931b8ca,27.819,0.363,0.0,6.402000000000001,2.277,0.924,0.0,0.0,2.8709999999999996,9.471,0.0
0a68b89c61a04aeb8dd09129b8e2b108,0.0,0.0,0.0,45.40800000000001,0.0,17.82,0.0,0.0,0.0,3.531,0.0
79e3bb9c2c1948be98d7be8ac6e642dd,0.0,0.5940000000000001,0.0,43.361999999999995,0.8580000000000001,19.206000000000003,0.0,0.0,0.627,6.204000000000001,0.0
8406ec54cc904950b301edb7396fee33,22.275000000000002,0.0,0.0,20.394000000000002,1.1219999999999999,2.475,0.0,0.0,0.924,4.224,0.0
